region,date,weekday,weekend,red_day,avalanche,DangerLevel,CloudCoverId,Nedbor,Vindstyrke,Temperatur_min,Temperatur_max,AvalProbabilityId_0,AvalCauseId_0,DestructiveSizeId_0,AvalTriggerSimpleId_0,AvalProbabilityId_3,AvalCauseId_3,DestructiveSizeId_3,AvalTriggerSimpleId_3,AvalProbabilityId_5,AvalCauseId_5,DestructiveSizeId_5,AvalTriggerSimpleId_5,AvalProbabilityId_7,AvalCauseId_7,DestructiveSizeId_7,AvalTriggerSimpleId_7,AvalProbabilityId_10,AvalCauseId_10,DestructiveSizeId_10,AvalTriggerSimpleId_10,AvalProbabilityId_30,AvalCauseId_30,DestructiveSizeId_30,AvalTriggerSimpleId_30,AvalProbabilityId_45,AvalCauseId_45,DestructiveSizeId_45,AvalTriggerSimpleId_45,AvalProbabilityId_50,AvalCauseId_50,DestructiveSizeId_50,AvalTriggerSimpleId_50
3024,2018-02-28,3,0,0,0,2,10,0,Liten kuling,-22,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,0,0,0,0,0,0,0,0,0,0,0,0
3027,2018-02-28,3,0,0,0,2,10,0,Liten kuling,-21,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,0,0,0,0,0,0,0,0,0,0,0,0
3028,2018-02-28,3,0,0,0,2,10,0,Liten kuling,-26,-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,3,18,3,10,0,0,0,0,0,0,0,0
3029,2018-02-28,3,0,0,0,2,10,0,Stiv kuling,-26,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,2,21,0,0,0,0,0,0,0,0,0,0,0,0
3031,2018-02-28,3,0,0,1,2,10,0,Stiv kuling,-23,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,2,21,0,0,0,0,0,0,0,0
3032,2018-02-28,3,0,0,0,2,20,0,Liten kuling,-27,-20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,3,19,3,10,0,0,0,0,0,0,0,0
3034,2018-02-28,3,0,0,0,2,10,0,Sterk kuling,-27,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,2,21,0,0,0,0,0,0,0,0,0,0,0,0
3035,2018-02-28,3,0,0,0,2,30,0,Stiv kuling,-26,-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,10,0,0,0,0,0,0,0,0,0,0,0,0
3003,2018-03-01,4,0,0,0,2,10,0,Frisk bris,-18,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,3,10,3,11,3,10,0,0,0,0,0,0,0,0
3006,2018-03-01,4,0,0,0,3,30,5,Frisk bris,-10,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,3,21,0,0,0,0,0,0,0,0,0,0,0,0
3007,2018-03-01,4,0,0,1,4,30,10,Frisk bris,-8,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,3,22,3,11,3,22,0,0,0,0,0,0,0,0
3009,2018-03-01,4,0,0,0,3,30,10,Frisk bris,-9,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,3,22,3,19,3,22,0,0,0,0,0,0,0,0
3010,2018-03-01,4,0,0,0,3,30,10,Stiv kuling,-9,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,3,21,3,19,3,21,0,0,0,0,0,0,0,0
3011,2018-03-01,4,0,0,0,3,30,20,Liten kuling,-6,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,3,22,3,19,3,21,0,0,0,0,0,0,0,0
3012,2018-03-01,4,0,0,0,2,30,1,Frisk bris,-9,-5,0,0,0,0,0,0,0,0,0,0,0,0,3,14,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3013,2018-03-01,4,0,0,1,2,30,1,Frisk bris,-11,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,0,0,0,0,0,0,0,0,0,0,0,0
3014,2018-03-01,4,0,0,1,1,30,0,Frisk bris,-7,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,1,10,0,0,0,0,0,0,0,0,0,0,0,0
3015,2018-03-01,4,0,0,0,2,20,0,Bris,-14,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,2,21,0,0,0,0,0,0,0,0
3016,2018-03-01,4,0,0,0,1,20,0,Stille/svak vind,-17,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,1,21,0,0,0,0,0,0,0,0
3017,2018-03-01,4,0,0,0,2,20,0,Stille/svak vind,-21,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,3,11,2,21,0,0,0,0,0,0,0,0
3022,2018-03-01,4,0,0,0,2,10,0,Frisk bris,-25,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,3,11,2,21,0,0,0,0,0,0,0,0
3023,2018-03-01,4,0,0,0,2,10,0,Frisk bris,-23,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,3,11,2,21,0,0,0,0,0,0,0,0
3024,2018-03-01,4,0,0,0,2,10,0,Frisk bris,-20,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,0,0,0,0,0,0,0,0,0,0,0,0
3027,2018-03-01,4,0,0,0,2,10,0,Frisk bris,-20,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,0,0,0,0,0,0,0,0,0,0,0,0
3028,2018-03-01,4,0,0,0,2,10,0,Frisk bris,-26,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,3,10,0,0,0,0,0,0,0,0
3029,2018-03-01,4,0,0,0,2,10,0,Liten kuling,-24,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,0,0,0,0,0,0,0,0,0,0,0,0
3031,2018-03-01,4,0,0,0,3,10,0,Frisk bris,-21,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,2,21,0,0,0,0,0,0,0,0
3032,2018-03-01,4,0,0,0,2,20,0,Frisk bris,-28,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,3,19,3,10,0,0,0,0,0,0,0,0
3034,2018-03-01,4,0,0,0,2,10,0,Stiv kuling,-26,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,2,21,0,0,0,0,0,0,0,0,0,0,0,0
3035,2018-03-01,4,0,0,0,2,20,0,Liten kuling,-26,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,0,0,0,0,0,0,0,0,0,0,0,0
3003,2018-03-02,5,0,0,0,2,20,0,Frisk bris,-17,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,3,10,3,11,3,10,0,0,0,0,0,0,0,0
3006,2018-03-02,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3007,2018-03-02,5,0,0,0,3,20,1,Frisk bris,-14,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,3,21,3,11,3,21,0,0,0,0,0,0,0,0
3009,2018-03-02,5,0,0,0,3,30,3,Frisk bris,-14,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,3,21,3,19,3,21,0,0,0,0,0,0,0,0
3010,2018-03-02,5,0,0,0,3,30,4,Bris,-12,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,3,21,3,19,3,21,0,0,0,0,0,0,0,0
3011,2018-03-02,5,0,0,0,3,30,3,Frisk bris,-9,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,3,21,3,19,3,21,0,0,0,0,0,0,0,0
3012,2018-03-02,5,0,0,0,2,20,0,Frisk bris,-14,-7,0,0,0,0,0,0,0,0,0,0,0,0,3,14,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3013,2018-03-02,5,0,0,0,2,20,0,Bris,-16,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,0,0,0,0,0,0,0,0,0,0,0,0
3014,2018-03-02,5,0,0,0,1,30,0,Frisk bris,-11,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,1,10,0,0,0,0,0,0,0,0,0,0,0,0
3015,2018-03-02,5,0,0,0,2,30,0,Bris,-18,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,2,21,0,0,0,0,0,0,0,0
3016,2018-03-02,5,0,0,0,1,20,0,Bris,-22,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,1,21,0,0,0,0,0,0,0,0
3017,2018-03-02,5,0,0,0,2,20,0,Bris,-23,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,10,3,11,2,21,0,0,0,0,0,0,0,0
3022,2018-03-02,5,0,0,0,2,20,0,Frisk bris,-20,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,3,11,2,21,0,0,0,0,0,0,0,0
3023,2018-03-02,5,0,0,0,2,20,0,Frisk bris,-20,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,3,11,2,21,0,0,0,0,0,0,0,0
3024,2018-03-02,5,0,0,1,2,20,0,Frisk bris,-18,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,0,0,0,0,0,0,0,0,0,0,0,0
3027,2018-03-02,5,0,0,1,2,20,0,Frisk bris,-18,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,3,11,2,21,0,0,0,0,0,0,0,0
3028,2018-03-02,5,0,0,1,2,20,0,Frisk bris,-25,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,3,10,0,0,0,0,0,0,0,0
3029,2018-03-02,5,0,0,1,2,20,0,Liten kuling,-22,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,0,0,0,0,0,0,0,0,0,0,0,0
3031,2018-03-02,5,0,0,0,3,20,0,Frisk bris,-19,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,2,21,0,0,0,0,0,0,0,0
3032,2018-03-02,5,0,0,0,2,30,0,Bris,-27,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,3,19,3,10,0,0,0,0,0,0,0,0
3034,2018-03-02,5,0,0,0,2,20,0,Liten kuling,-25,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,2,21,0,0,0,0,0,0,0,0,0,0,0,0
3035,2018-03-02,5,0,0,0,2,30,0,Frisk bris,-25,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,0,0,0,0,0,0,0,0,0,0,0,0
3003,2018-03-03,6,1,0,0,2,20,0,Bris,-20,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,3,10,3,11,3,10,0,0,0,0,0,0,0,0
3007,2018-03-03,6,1,0,0,3,20,1,Bris,-23,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,3,21,3,11,3,21,0,0,0,0,0,0,0,0
3009,2018-03-03,6,1,0,0,3,20,0,Bris,-24,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,3,21,3,19,3,10,0,0,0,0,0,0,0,0
3010,2018-03-03,6,1,0,0,2,20,0,Bris,-22,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,2,21,3,19,3,10,0,0,0,0,0,0,0,0
3011,2018-03-03,6,1,0,1,3,20,0,Bris,-17,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,3,21,3,19,3,21,0,0,0,0,0,0,0,0
3012,2018-03-03,6,1,0,0,2,20,0,Bris,-17,-9,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3013,2018-03-03,6,1,0,0,2,20,0,Bris,-20,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,0,0,0,0,0,0,0,0,0,0,0,0
3014,2018-03-03,6,1,0,0,1,20,0,Frisk bris,-13,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,1,10,0,0,0,0,0,0,0,0,0,0,0,0
3015,2018-03-03,6,1,0,0,2,20,0,Bris,-20,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,2,21,0,0,0,0,0,0,0,0
3016,2018-03-03,6,1,0,0,1,20,0,Bris,-25,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,1,21,0,0,0,0,0,0,0,0
3017,2018-03-03,6,1,0,0,2,20,0,Bris,-25,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,10,3,11,2,21,0,0,0,0,0,0,0,0
3022,2018-03-03,6,1,0,0,2,20,0,Bris,-18,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,3,11,2,21,0,0,0,0,0,0,0,0
3023,2018-03-03,6,1,0,0,2,20,0,Bris,-18,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,3,11,2,21,0,0,0,0,0,0,0,0
3024,2018-03-03,6,1,0,0,2,20,0,Bris,-18,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,0,0,0,0,0,0,0,0,0,0,0,0
3027,2018-03-03,6,1,0,0,2,20,0,Bris,-18,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,3,11,2,21,0,0,0,0,0,0,0,0
3028,2018-03-03,6,1,0,0,2,30,0,Bris,-20,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,3,10,0,0,0,0,0,0,0,0
3029,2018-03-03,6,1,0,0,2,30,1,Bris,-18,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,2,21,0,0,0,0,0,0,0,0
3031,2018-03-03,6,1,0,0,3,30,0,Bris,-16,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,2,21,0,0,0,0,0,0,0,0
3032,2018-03-03,6,1,0,0,2,30,1,Bris,-20,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,3,19,3,10,0,0,0,0,0,0,0,0
3034,2018-03-03,6,1,0,1,2,30,0,Frisk bris,-19,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,2,21,0,0,0,0,0,0,0,0,0,0,0,0
3035,2018-03-03,6,1,0,0,2,30,0,Bris,-19,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,0,0,0,0,0,0,0,0,0,0,0,0
3003,2018-03-04,7,1,0,0,2,20,0,Frisk bris,-19,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,3,10,3,11,3,10,0,0,0,0,0,0,0,0
3007,2018-03-04,7,1,0,0,2,10,0,Frisk bris,-23,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,2,21,3,11,3,10,0,0,0,0,0,0,0,0
3009,2018-03-04,7,1,0,0,2,20,0,Frisk bris,-20,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,2,21,3,19,3,10,0,0,0,0,0,0,0,0
3010,2018-03-04,7,1,0,0,2,20,0,Frisk bris,-21,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,2,21,3,19,3,10,0,0,0,0,0,0,0,0
3011,2018-03-04,7,1,0,0,2,10,0,Bris,-17,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,2,21,3,19,3,10,0,0,0,0,0,0,0,0
3012,2018-03-04,7,1,0,0,2,10,0,Frisk bris,-16,-10,0,0,0,0,0,0,0,0,0,0,0,0,3,14,2,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3013,2018-03-04,7,1,0,0,2,20,0,Frisk bris,-19,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,0,0,0,0,0,0,0,0,0,0,0,0
3014,2018-03-04,7,1,0,1,1,20,0,Bris,-14,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,1,21,0,0,0,0,0,0,0,0
3015,2018-03-04,7,1,0,0,2,20,0,Liten kuling,-20,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,2,21,0,0,0,0,0,0,0,0
3016,2018-03-04,7,1,0,0,2,20,0,Liten kuling,-21,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,2,10,0,0,0,0,0,0,0,0
3017,2018-03-04,7,1,0,0,2,20,0,Frisk bris,-24,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,10,3,11,2,21,0,0,0,0,0,0,0,0
3022,2018-03-04,7,1,0,0,2,20,0,Bris,-20,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,3,11,2,21,0,0,0,0,0,0,0,0
3023,2018-03-04,7,1,0,0,2,20,0,Bris,-21,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,3,13,2,21,0,0,0,0,0,0,0,0
3024,2018-03-04,7,1,0,0,2,20,0,Bris,-20,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,0,0,0,0,0,0,0,0,0,0,0,0
3027,2018-03-04,7,1,0,0,2,20,0,Bris,-19,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,3,11,2,21,0,0,0,0,0,0,0,0
3028,2018-03-04,7,1,0,0,2,20,0,Bris,-22,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,3,10,0,0,0,0,0,0,0,0
3029,2018-03-04,7,1,0,0,2,20,0,Bris,-19,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,2,21,0,0,0,0,0,0,0,0
3031,2018-03-04,7,1,0,1,2,20,0,Bris,-17,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,2,21,0,0,0,0,0,0,0,0
3032,2018-03-04,7,1,0,0,2,20,0,Bris,-23,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,3,19,3,10,0,0,0,0,0,0,0,0
3034,2018-03-04,7,1,0,0,2,20,0,Bris,-19,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,2,10,0,0,0,0,0,0,0,0,0,0,0,0
3035,2018-03-04,7,1,0,0,2,20,0,Bris,-19,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,0,0,0,0,0,0,0,0,0,0,0,0
3003,2018-03-05,1,0,0,0,2,10,0,Bris,-18,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,2,21,3,11,3,10,0,0,0,0,0,0,0,0
3007,2018-03-05,1,0,0,0,2,20,0,Bris,-24,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,2,21,3,11,3,10,0,0,0,0,0,0,0,0
3009,2018-03-05,1,0,0,0,2,10,0,Bris,-25,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,2,21,3,19,3,10,0,0,0,0,0,0,0,0
3010,2018-03-05,1,0,0,0,2,10,0,Bris,-25,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,2,21,3,19,3,10,0,0,0,0,0,0,0,0
3011,2018-03-05,1,0,0,1,2,10,0,Bris,-20,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,2,21,3,19,3,10,0,0,0,0,0,0,0,0
3012,2018-03-05,1,0,0,0,2,10,0,Bris,-19,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,2,10,0,0,0,0,0,0,0,0,0,0,0,0
3013,2018-03-05,1,0,0,0,2,20,0,Bris,-22,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,0,0,0,0,0,0,0,0,0,0,0,0
3014,2018-03-05,1,0,0,0,1,10,0,Bris,-17,-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,1,21,0,0,0,0,0,0,0,0
3015,2018-03-05,1,0,0,0,2,20,0,Frisk bris,-21,-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,3,11,2,21,0,0,0,0,0,0,0,0
3016,2018-03-05,1,0,0,0,2,20,0,Liten kuling,-20,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,2,10,0,0,0,0,0,0,0,0
3017,2018-03-05,1,0,0,0,2,20,0,Liten kuling,-20,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,3,11,2,21,0,0,0,0,0,0,0,0
3022,2018-03-05,1,0,0,0,2,20,0,Bris,-20,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,10,3,11,2,21,0,0,0,0,0,0,0,0
3023,2018-03-05,1,0,0,1,2,20,0,Bris,-20,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,10,3,13,2,21,0,0,0,0,0,0,0,0
3024,2018-03-05,1,0,0,0,2,20,0,Bris,-19,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,0,0,0,0,0,0,0,0,0,0,0,0
3027,2018-03-05,1,0,0,0,2,20,0,Bris,-20,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,3,11,2,21,0,0,0,0,0,0,0,0
3028,2018-03-05,1,0,0,0,2,20,0,Bris,-24,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,2,21,0,0,0,0,0,0,0,0
3029,2018-03-05,1,0,0,0,2,20,0,Frisk bris,-22,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,2,21,0,0,0,0,0,0,0,0
3031,2018-03-05,1,0,0,0,2,20,0,Frisk bris,-18,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,2,21,0,0,0,0,0,0,0,0
3032,2018-03-05,1,0,0,0,2,30,0,Bris,-18,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,3,19,3,10,0,0,0,0,0,0,0,0
3034,2018-03-05,1,0,0,0,2,30,0,Liten kuling,-17,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,2,10,0,0,0,0,0,0,0,0,0,0,0,0
3035,2018-03-05,1,0,0,0,2,30,1,Frisk bris,-16,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,0,0,0,0,0,0,0,0,0,0,0,0
3003,2018-03-06,2,0,0,0,2,10,0,Bris,-18,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,2,21,3,18,3,10,0,0,0,0,0,0,0,0
3007,2018-03-06,2,0,0,0,2,10,0,Bris,-25,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,2,21,3,11,3,10,0,0,0,0,0,0,0,0
3009,2018-03-06,2,0,0,0,2,10,0,Bris,-26,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,2,10,3,19,3,10,0,0,0,0,0,0,0,0
3010,2018-03-06,2,0,0,0,2,10,0,Frisk bris,-28,-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,2,21,3,19,3,10,0,0,0,0,0,0,0,0
3011,2018-03-06,2,0,0,0,3,10,0,Bris,-20,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,2,21,3,19,3,21,0,0,0,0,0,0,0,0
3012,2018-03-06,2,0,0,0,2,10,0,Frisk bris,-21,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,2,21,0,0,0,0,0,0,0,0,0,0,0,0
3013,2018-03-06,2,0,0,0,2,20,0,Frisk bris,-24,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,0,0,0,0,0,0,0,0,0,0,0,0
3014,2018-03-06,2,0,0,0,1,10,0,Frisk bris,-18,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,1,21,0,0,0,0,0,0,0,0
3015,2018-03-06,2,0,0,0,2,20,0,Liten kuling,-21,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,3,11,2,21,0,0,0,0,0,0,0,0
3016,2018-03-06,2,0,0,0,2,20,0,Stiv kuling,-22,-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,3,18,2,10,0,0,0,0,0,0,0,0
3017,2018-03-06,2,0,0,0,2,20,0,Stiv kuling,-21,-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,3,11,2,21,0,0,0,0,0,0,0,0
3022,2018-03-06,2,0,0,0,2,10,0,Bris,-21,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,10,3,11,2,21,0,0,0,0,0,0,0,0
3023,2018-03-06,2,0,0,0,2,10,0,Bris,-21,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,10,3,13,2,21,0,0,0,0,0,0,0,0
3024,2018-03-06,2,0,0,0,2,10,0,Bris,-20,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,0,0,0,0,0,0,0,0,0,0,0,0
3027,2018-03-06,2,0,0,0,2,10,0,Bris,-19,-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,3,11,2,21,0,0,0,0,0,0,0,0
3028,2018-03-06,2,0,0,0,2,20,0,Bris,-22,-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,18,2,21,0,0,0,0,0,0,0,0
3029,2018-03-06,2,0,0,0,2,20,0,Bris,-20,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,2,21,0,0,0,0,0,0,0,0
3031,2018-03-06,2,0,0,1,2,20,0,Bris,-16,-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,2,21,0,0,0,0,0,0,0,0
3032,2018-03-06,2,0,0,0,2,20,0,Bris,-19,-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,2,21,3,19,3,10,0,0,0,0,0,0,0,0
3034,2018-03-06,2,0,0,0,2,20,0,Frisk bris,-17,-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,2,10,0,0,0,0,0,0,0,0,0,0,0,0
